Id,date,price,bedrooms,bathrooms,No Of Cars,Garage,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
11255,20150220T000000,522500.00,4,3,3,1,2370,8154,1,0,0,3,7,1380,990,1977,0,98125,47.7258,-122.306,2100,8148
11256,20140722T000000,150000.00,2,1.5,2,1,1360,1934,2,0,0,4,7,1360,0,1978,0,98092,47.2857,-122.189,1360,1898
11257,20141215T000000,199950.00,2,1.75,1,1,870,18537,1,0,0,4,6,870,0,1946,0,98001,47.275,-122.278,1300,22800
11258,20140618T000000,3000000.00,4,4.25,0,0,4850,12445,2,1,4,5,10,3850,1000,1989,0,98034,47.7011,-122.244,3350,12210
11259,20140710T000000,379900.00,3,2,1,1,3110,44967,2,0,0,3,9,3020,90,1999,0,98058,47.4343,-122.082,2150,44967
11260,20141121T000000,950000.00,4,2.5,0,0,3700,7051,2,0,0,3,11,3700,0,2006,0,98029,47.5427,-121.995,3580,6175
11261,20141203T000000,865000.00,6,2.75,3,1,3500,5150,2,0,0,5,8,2430,1070,1909,0,98117,47.6842,-122.363,1430,3860
11262,20140604T000000,785000.00,3,1.75,2,1,1670,9600,1,0,0,5,8,1670,0,1961,0,98040,47.5754,-122.233,1900,9600
11263,20140625T000000,245700.00,3,2.25,0,0,1640,8400,1,0,0,3,8,1180,460,1968,0,98032,47.3733,-122.289,1600,8120
11264,20150415T000000,951000.00,3,2.25,0,0,3400,12825,1,0,1,3,9,3400,0,1961,0,98118,47.5435,-122.26,2510,11574
11265,20150402T000000,499950.00,3,1.75,0,0,2060,3500,1,0,0,5,7,1030,1030,1951,0,98118,47.5635,-122.282,1110,6000
11266,20150211T000000,257000.00,3,1.75,3,1,1330,36537,1,0,0,4,7,1330,0,1989,0,98092,47.3126,-122.129,1650,35100
11267,20140917T000000,549000.00,3,2,1,1,2330,3600,1.5,0,0,4,7,1580,750,1900,0,98122,47.6025,-122.303,1750,3600
11268,20150209T000000,1600000.00,3,2.75,1,1,3040,21052,2,0,0,4,10,3040,0,1980,0,98004,47.638,-122.225,2950,21052
11269,20141211T000000,1400000.00,5,3.75,0,0,3700,7920,3,0,4,3,9,2900,800,1983,0,98115,47.6865,-122.266,2860,6360
11270,20140820T000000,619000.00,3,2,2,1,1990,3000,1.5,0,2,5,8,1430,560,1927,0,98144,47.5891,-122.293,1780,5000
11271,20141009T000000,311000.00,5,3,3,1,2020,5917,1,0,0,3,7,1220,800,1993,0,98108,47.5482,-122.294,2130,5529
11272,20140701T000000,600000.00,5,2.25,1,1,2980,7781,1,0,0,3,9,1580,1400,1960,0,98125,47.7048,-122.279,2310,7781
11273,20140626T000000,1080000.00,4,3.5,1,1,3990,5267,2,0,0,3,10,3990,0,2008,0,98006,47.5641,-122.124,3230,6481
11274,20140619T000000,436000.00,2,1,0,0,790,6600,1,0,0,3,6,790,0,1949,0,98122,47.6149,-122.293,1520,4400
11275,20140715T000000,205000.00,2,1,0,0,1060,8000,1,0,0,3,6,1060,0,1941,0,98168,47.5088,-122.333,1390,8000
11276,20140903T000000,514000.00,3,2.25,0,0,2260,54014,1,0,0,3,7,1450,810,1962,0,98072,47.7657,-122.131,2140,44431
11277,20140903T000000,530000.00,2,2.5,0,0,1900,2983,2,0,0,3,8,1900,0,2006,0,98053,47.7029,-122.015,1510,3876
11278,20140811T000000,511000.00,5,2.5,0,0,3361,6983,2,0,0,3,10,3361,0,2006,0,98092,47.3427,-122.169,3112,6920
11279,20140515T000000,2100000.00,4,1.75,2,1,3550,19865,2,0,0,3,9,3550,0,1962,2002,98039,47.6236,-122.235,3000,19862
11280,20150310T000000,370000.00,5,2.5,0,0,2740,5460,2,0,0,3,8,2740,0,2005,0,98031,47.4042,-122.204,2900,5971
11281,20141216T000000,500000.00,4,1.75,1,1,2040,6000,1,0,0,5,7,1020,1020,1943,0,98136,47.5507,-122.383,1440,6000
11282,20141105T000000,710000.00,4,2.5,0,0,4070,129808,2,0,0,3,10,4070,0,1998,0,98038,47.4433,-122.016,4070,102366
11283,20140908T000000,270000.00,1,1,0,0,720,5196,1,0,0,3,7,720,0,1911,0,98103,47.6928,-122.337,1580,5762
11284,20140805T000000,415000.00,3,1.75,1,1,2000,8400,1.5,0,0,4,8,2000,0,1959,0,98133,47.7535,-122.334,2000,8400
11285,20140605T000000,1800000.00,5,4.5,0,0,4400,15580,2,0,0,3,11,3390,1010,2003,0,98004,47.6232,-122.207,2150,14249
11286,20141217T000000,236000.00,3,1.75,0,0,1300,8976,1,0,0,3,7,1300,0,1967,0,98003,47.3357,-122.305,1430,9750
11287,20141208T000000,278000.00,2,2.5,0,0,1420,2229,2,0,0,3,7,1420,0,2004,0,98059,47.4871,-122.165,1500,2230
11288,20140603T000000,312000.00,3,2.25,0,0,1540,5338,1,0,0,5,7,770,770,1954,0,98115,47.6942,-122.304,1680,6525
11289,20150304T000000,539000.00,3,2.25,0,0,1540,5338,1,0,0,5,7,770,770,1954,0,98115,47.6942,-122.304,1680,6525
11290,20140910T000000,498000.00,3,3,2,1,2360,2750,2,0,1,3,7,1780,580,1983,0,98125,47.7142,-122.281,1970,5800
11291,20140527T000000,857000.00,4,3,0,0,3720,29043,2,0,0,3,9,3720,0,1991,0,98033,47.6907,-122.161,1610,23000
11292,20150225T000000,780000.00,3,1.75,0,0,1690,13500,1,0,0,4,7,1690,0,1978,0,98040,47.5897,-122.233,1950,10500
11293,20140923T000000,650000.00,3,2,1,1,2300,5000,1,0,0,4,8,1150,1150,1938,0,98199,47.6521,-122.413,2300,5000
11294,20150409T000000,559500.00,4,1.75,0,0,1650,7088,1,0,0,3,8,1650,0,1973,0,98027,47.5688,-122.087,1850,7523
11295,20140724T000000,219950.00,2,1,0,0,990,6448,1,0,0,3,7,990,0,1948,0,98178,47.5031,-122.245,1130,7200
11296,20140725T000000,671500.00,4,2.25,1,1,2130,8410,2,0,0,4,8,2130,0,1977,0,98006,47.5589,-122.128,2170,8400
11297,20140903T000000,813000.00,4,2.5,1,1,3320,52707,2,0,0,3,10,3320,0,1999,0,98074,47.6247,-122.016,3040,54450
11298,20140728T000000,182000.00,3,2.25,2,1,1960,8875,1,0,0,3,7,1290,670,1965,0,98003,47.3344,-122.301,1890,8700
11299,20140822T000000,203700.00,2,1,2,1,770,2500,1,0,0,3,6,770,0,1913,1960,98072,47.7534,-122.172,1500,8286
11300,20140505T000000,740000.00,4,1.75,0,0,2010,3600,1.5,0,0,3,7,2010,0,1902,0,98119,47.6337,-122.371,2010,3600
11301,20150311T000000,230000.00,2,1,3,1,800,17965,1,0,0,4,5,800,0,1942,0,98058,47.4693,-122.161,1500,8925
11302,20141009T000000,128000.00,3,1,0,0,910,11117,1,0,0,3,7,910,0,1955,0,98003,47.3432,-122.309,1490,8416
11303,20140822T000000,345000.00,3,1,3,1,1200,6628,1,0,0,4,7,1200,0,1952,0,98155,47.7367,-122.319,1330,6768
11304,20150427T000000,663000.00,4,2.5,2,1,3570,6246,2,0,0,3,7,3570,0,2005,0,98075,47.5927,-122.006,2260,5231
11305,20140620T000000,329950.00,3,2.5,0,0,1820,8085,2,0,0,3,7,1820,0,1983,0,98055,47.4575,-122.204,1860,8625
11306,20140811T000000,1050000.00,3,2.25,0,0,2930,7005,3,0,2,3,9,2670,260,1999,0,98117,47.6763,-122.404,2450,6460
11307,20141112T000000,402300.00,3,1.75,0,0,1480,4050,1,0,0,3,7,870,610,1926,0,98115,47.681,-122.304,1350,4500
11308,20140507T000000,492000.00,4,2.5,0,0,3305,16164,1.5,0,0,5,7,2245,1060,1922,1956,98133,47.7563,-122.338,1620,8883
11309,20150507T000000,448000.00,4,2.5,0,0,2230,5000,1,0,0,3,7,1650,580,2006,0,98059,47.4799,-122.129,2090,4637
11310,20150225T000000,273000.00,3,1,0,0,1560,7800,1,0,0,3,7,1560,0,1955,0,98188,47.4549,-122.287,1468,9375
11311,20141003T000000,335000.00,3,1,1,1,1030,7200,1,0,0,3,6,880,150,1948,0,98126,47.5255,-122.376,1030,7200
11312,20140905T000000,695000.00,3,3.75,0,0,2380,3600,1.5,0,0,3,7,1690,690,1927,0,98112,47.6374,-122.307,1990,3520
11313,20150503T000000,279000.00,3,1,0,0,1010,7903,1,0,0,3,6,1010,0,1948,0,98155,47.766,-122.32,1010,7903
11314,20141205T000000,485000.00,2,1.75,0,0,2060,2700,1,0,0,3,7,1030,1030,1929,0,98115,47.6856,-122.312,1390,2700
11315,20140812T000000,383000.00,4,2.5,0,0,2370,10580,2,0,0,3,8,2370,0,1966,0,98055,47.464,-122.192,1590,8584
11316,20141216T000000,490000.00,4,2.5,2,1,2242,37451,2,0,0,3,8,2242,0,1995,0,98028,47.7443,-122.228,2242,13125
11317,20141119T000000,240000.00,2,1.5,0,0,1078,1263,2,0,0,3,7,1078,0,1990,0,98028,47.7532,-122.244,1078,1263
11318,20150224T000000,285000.00,2,1,0,0,890,7250,1,0,0,3,7,890,0,1943,0,98125,47.7118,-122.314,900,7000
11319,20150225T000000,524950.00,3,1.5,0,0,2700,24539,2,0,0,3,7,2120,580,1977,2014,98019,47.7348,-121.984,1830,11000
11320,20150407T000000,729000.00,4,2.5,0,0,2450,27081,2,0,0,3,8,2450,0,1985,0,98052,47.7177,-122.104,2630,12025
11321,20140905T000000,460000.00,3,1.75,2,1,1420,8250,1,0,0,4,7,1420,0,1960,0,98007,47.6112,-122.133,2020,8250
11322,20141014T000000,687500.00,3,1.5,2,1,1280,2114,1.5,0,0,3,8,1280,0,1904,0,98122,47.6174,-122.308,1540,1456
11323,20140814T000000,1170000.00,5,2.75,1,1,2910,15118,1,0,0,5,9,1780,1130,1972,0,98006,47.5696,-122.183,2880,15253
11324,20141015T000000,825000.00,4,2.25,0,0,2430,10050,2,0,0,4,8,2430,0,1979,0,98006,47.5563,-122.163,2390,10250
11325,20140729T000000,314950.00,2,2.5,3,1,1860,6359,2,0,0,3,7,1860,0,2003,0,98038,47.3847,-122.029,1860,6359
11326,20140604T000000,470000.00,3,2,0,0,1800,12669,1,0,0,3,7,1800,0,1956,1990,98033,47.6935,-122.173,1970,9775
11327,20140818T000000,500000.00,3,1.5,2,1,1960,8815,1,0,0,4,7,1020,940,1958,0,98006,47.5765,-122.159,1760,9534
11328,20141117T000000,313000.00,3,1.5,2,1,1550,7260,1.5,0,0,2,6,1550,0,1925,0,98166,47.4693,-122.349,1190,7620
11329,20140710T000000,445000.00,2,1,3,1,840,3840,1,0,0,4,7,840,0,1926,0,98117,47.684,-122.378,1310,3840
11330,20140828T000000,300000.00,4,1.75,0,0,2080,8750,1,0,0,4,8,1330,750,1967,0,98032,47.3749,-122.291,1790,8750
11331,20141014T000000,619500.00,4,2.5,0,0,2210,5077,1.5,0,0,4,8,1480,730,1912,0,98126,47.5719,-122.377,1740,5000
11332,20140613T000000,305000.00,3,1.5,0,0,1210,5240,1,0,0,4,7,610,600,1983,0,98106,47.5524,-122.356,1560,5240
11333,20150401T000000,874000.00,3,2.5,2,1,1350,941,3,0,0,3,9,1350,0,2007,0,98119,47.6265,-122.364,1640,1369
11334,20150313T000000,477500.00,3,2,0,0,1860,5146,2,0,0,3,8,1860,0,1991,0,98029,47.5706,-121.999,1950,5146
11335,20141110T000000,700000.00,3,2,0,0,1940,4500,1,0,3,3,7,1090,850,1926,0,98107,47.6659,-122.359,1700,4500
11336,20150306T000000,515000.00,4,3.5,0,0,3400,5222,2,0,0,3,9,3400,0,2005,0,98038,47.3559,-122,3190,5326
11337,20141016T000000,590000.00,4,2.5,0,0,2240,9385,2,0,0,3,8,2240,0,1991,0,98133,47.7125,-122.332,2010,9000
11338,20140701T000000,205000.00,3,1.75,0,0,1170,8239,1,0,0,3,7,1170,0,1981,0,98042,47.3679,-122.088,1180,7866
11339,20141022T000000,310000.00,3,3.25,2,1,3130,9302,2,0,0,3,8,2190,940,1987,0,98023,47.3078,-122.338,2350,7949
11340,20140821T000000,442500.00,2,2.25,3,1,1510,7280,2,0,0,3,7,1510,0,1987,0,98074,47.6264,-122.058,1510,8120
11341,20141106T000000,1080000.00,4,3.5,0,0,3740,41458,2,0,2,3,11,3740,0,2000,0,98072,47.7375,-122.139,3750,38325
11342,20140825T000000,530000.00,4,2.5,2,1,2690,46609,2,0,0,3,8,2690,0,1980,1991,98038,47.3843,-122.006,1500,34800
11343,20140624T000000,343500.00,4,1.75,1,1,1760,6204,1,0,2,4,7,1180,580,1950,0,98178,47.5045,-122.24,1990,6240
11344,20150423T000000,334900.00,4,1.75,1,1,2180,4066,1.5,0,0,3,6,1270,910,1911,0,98118,47.5487,-122.277,1400,1343
11345,20141105T000000,544300.00,4,1.75,3,1,1560,9000,1,0,0,5,7,1560,0,1969,0,98052,47.6707,-122.149,1510,8848
11346,20140526T000000,370000.00,3,2.5,2,1,1780,4050,2,0,0,3,7,1780,0,2001,0,98155,47.7346,-122.308,1571,4976
11347,20140524T000000,245000.00,3,1.75,0,0,1260,6908,1,0,0,3,7,1260,0,1994,0,98038,47.385,-122.031,1810,7159
11348,20150210T000000,535000.00,4,1.75,1,1,1570,3250,1.5,0,0,5,8,1570,0,1928,0,98136,47.5405,-122.393,1570,5720
11349,20150406T000000,202000.00,2,1,0,0,740,6550,1,0,0,4,5,740,0,1946,0,98168,47.4807,-122.332,1080,8515
11350,20141118T000000,490000.00,4,2.25,0,0,2020,4960,2,0,0,3,7,1710,310,1938,0,98117,47.6867,-122.369,1590,4550
11351,20141216T000000,651500.00,4,1.5,0,0,1500,3075,2,0,0,5,7,1420,80,1929,0,98103,47.6893,-122.35,1480,3774
11352,20150114T000000,270000.00,4,2.5,0,0,1670,8056,1,0,0,3,7,1170,500,1961,0,98168,47.4884,-122.319,1360,8056
11353,20150407T000000,1160000.00,3,3.5,0,0,3620,8072,2,0,0,3,10,2920,700,1999,0,98006,47.5646,-122.127,3680,9624
11354,20140716T000000,289000.00,2,1.5,3,1,1010,1309,2,0,0,3,7,860,150,2007,0,98118,47.5659,-122.286,1190,3060
11355,20150417T000000,240000.00,3,1.5,3,1,1460,13503,1,0,0,4,6,1460,0,1977,0,98010,47.3119,-122.015,1460,13394
11356,20140515T000000,790000.00,3,1.75,1,1,1790,6117,1,0,2,3,8,1350,440,1940,0,98199,47.6366,-122.401,1960,5554
11357,20141222T000000,350000.00,3,2.25,3,1,1760,9621,2,0,0,3,7,1760,0,1995,0,98019,47.7466,-121.979,1810,6589
11358,20141029T000000,246950.00,3,3.5,0,0,1790,1682,2,0,0,3,7,1480,310,2006,0,98108,47.542,-122.321,1150,4000
11359,20150105T000000,400000.00,3,1,2,1,1050,6000,1,0,0,3,7,1050,0,1952,0,98116,47.5709,-122.401,1720,6000
11360,20150225T000000,533000.00,4,2.5,0,0,2590,6394,2,0,0,3,8,2590,0,2003,0,98028,47.7599,-122.233,2500,5328
11361,20141021T000000,198400.00,3,1,0,0,1040,8645,1,0,0,4,7,1040,0,1962,0,98042,47.3631,-122.116,1290,8645
11362,20141029T000000,495000.00,4,2.5,1,1,4060,8547,2,0,0,3,9,2790,1270,2007,0,98038,47.3694,-122.056,2810,8313
11363,20140616T000000,862000.00,4,2.5,1,1,3190,14565,2,0,0,3,11,3190,0,1990,0,98077,47.713,-122.072,3420,20475
11364,20140819T000000,870000.00,4,2.5,1,1,3190,14565,2,0,0,3,11,3190,0,1990,0,98077,47.713,-122.072,3420,20475
11365,20150224T000000,875000.00,4,1.75,0,0,2180,9726,1,0,0,4,9,2180,0,1966,0,98040,47.5359,-122.233,2560,10244
11366,20140903T000000,317000.00,6,3.5,0,0,2120,5840,2,0,0,5,7,2120,0,1979,0,98055,47.4788,-122.227,1860,8000
11367,20140725T000000,325000.00,4,2.75,0,0,2110,6838,2,0,0,4,8,2110,0,1991,0,98031,47.3877,-122.171,2100,7280
11368,20140920T000000,615000.00,2,1.5,0,0,1210,5000,1.5,0,0,5,6,1210,0,1907,0,98117,47.6793,-122.397,1570,5000
11369,20140721T000000,334950.00,4,2.5,2,1,2410,7846,2,0,0,3,8,2410,0,1992,0,98003,47.2641,-122.312,2380,7914
11370,20140821T000000,775000.00,3,2.5,0,0,1980,7807,2,0,0,4,9,1980,0,1989,0,98033,47.6884,-122.204,1590,7579
11371,20140822T000000,600000.00,4,2.5,2,1,2370,9135,1,0,0,4,8,1600,770,1967,0,98006,47.5564,-122.177,2050,9468
11372,20140728T000000,565000.00,3,1.75,0,0,1720,2218,1.5,0,0,3,7,1270,450,1931,2003,98103,47.649,-122.335,1130,1600
11373,20141028T000000,292500.00,2,1,0,0,750,5026,1,0,0,4,6,750,0,1942,0,98126,47.5368,-122.374,1260,5040
11374,20150429T000000,825000.00,3,2.25,0,0,2510,10418,1,0,0,3,8,1810,700,1968,0,98115,47.7003,-122.285,2510,9435
11375,20150415T000000,495000.00,3,2.5,0,0,2577,156816,2,0,0,3,8,2577,0,2000,0,98092,47.2935,-122.108,2090,156816
11376,20140520T000000,525000.00,3,1.5,0,0,1540,4773,2,0,0,3,8,1540,0,1941,2009,98126,47.5678,-122.378,1540,5750
11377,20150511T000000,438600.00,1,1,3,1,720,2500,1,0,0,3,7,720,0,1910,0,98103,47.6597,-122.345,1520,3750
11378,20140814T000000,507000.00,3,2.25,1,1,1810,8158,1,0,0,3,8,1450,360,1984,0,98074,47.6258,-122.038,1740,9532
11379,20150429T000000,275900.00,3,1.75,1,1,1380,8400,1,0,0,3,7,1380,0,1967,0,98003,47.3117,-122.321,1540,8400
11380,20140617T000000,1170000.00,4,2.5,2,1,2570,6251,2,0,0,3,9,2570,0,2000,0,98004,47.593,-122.197,2570,9588
11381,20141209T000000,275000.00,4,1.75,0,0,1690,6000,1,0,0,3,7,1690,0,1957,0,98178,47.497,-122.227,1350,6000
11382,20141027T000000,355000.00,3,0.75,2,1,1420,3060,1,0,0,4,7,860,560,1923,0,98103,47.6872,-122.346,1350,4000
11383,20150126T000000,233000.00,4,2,0,0,2130,9579,1,0,0,4,7,1250,880,1968,0,98001,47.3069,-122.271,1590,9800
11384,20140904T000000,666000.00,3,2.5,0,0,3000,5000,1.5,0,0,4,7,2110,890,1918,0,98144,47.5781,-122.293,1970,5000
11385,20140811T000000,317500.00,4,2.5,2,1,2150,9000,1,0,0,4,7,1360,790,1979,0,98059,47.4785,-122.16,1620,8400
11386,20140722T000000,420000.00,4,2,2,1,2280,10319,1,0,3,4,8,1270,1010,1989,0,98198,47.3594,-122.322,2280,9767
11387,20150312T000000,290000.00,4,2,0,0,1560,8800,2,0,0,5,6,1560,0,1942,1967,98168,47.4927,-122.312,1480,10000
11388,20140603T000000,320000.00,3,2,1,1,1880,10758,1,0,0,5,6,940,940,1952,0,98059,47.5091,-122.144,2060,21000
11389,20150323T000000,650000.00,3,2.5,1,1,2320,5284,2,0,0,3,8,2320,0,2004,0,98075,47.591,-122.017,2320,4383
11390,20140714T000000,325000.00,3,1.75,2,1,1010,7171,1,0,0,4,7,1010,0,1967,0,98034,47.7317,-122.231,1250,7560
11391,20140820T000000,165000.00,3,1,3,1,1120,5000,1,0,0,3,6,1120,0,1917,0,98146,47.5109,-122.357,1050,5000
11392,20140807T000000,500000.00,3,1.75,0,0,1560,16194,1,0,0,3,8,1560,0,1961,0,98005,47.5966,-122.175,2430,16193
11393,20140716T000000,443000.00,4,1.5,0,0,1860,12197,1,0,0,3,7,1860,0,1964,0,98034,47.729,-122.235,1510,11761
11394,20140609T000000,213400.00,3,1.5,0,0,1150,8686,1,0,0,4,7,1150,0,1963,0,98055,47.4417,-122.194,1760,8798
11395,20141002T000000,480000.00,4,1.75,2,1,1920,9380,1,0,0,3,7,1920,0,1964,0,98008,47.6344,-122.118,1580,8580
11396,20150115T000000,275000.00,4,2.25,0,0,2490,7233,1,0,0,3,8,1460,1030,1978,0,98023,47.3115,-122.396,2000,8000
11397,20140709T000000,299880.00,3,2.5,0,0,1460,3044,2,0,0,3,7,1460,0,2000,0,98108,47.544,-122.296,1490,3044
11398,20140527T000000,499950.00,3,3.5,0,0,1820,1501,2,0,0,3,8,1430,390,2014,0,98144,47.596,-122.298,1550,1501
11399,20141203T000000,1710000.00,5,3,0,0,4290,17100,1,0,3,3,9,2480,1810,1972,2007,98040,47.5473,-122.211,3550,16988
11400,20140806T000000,550000.00,4,2.75,1,1,2230,9460,1,0,0,5,7,1480,750,1960,0,98027,47.5246,-122.044,1760,10878
11401,20140602T000000,300000.00,4,2.5,2,1,2070,7476,2,0,0,3,8,2070,0,2003,0,98092,47.3352,-122.189,2430,5500
11402,20141014T000000,920000.00,3,1.75,0,0,2480,4000,1,0,0,3,8,1240,1240,1948,2014,98122,47.615,-122.288,2450,4000
11403,20140819T000000,2300000.00,4,3.25,0,0,4110,15929,2,1,4,3,12,2720,1390,2001,0,98115,47.6934,-122.271,2640,15929
11404,20140724T000000,620000.00,4,2.75,0,0,2290,3060,1.5,0,0,5,7,1550,740,1928,0,98115,47.6793,-122.316,1460,3060
11405,20140811T000000,253500.00,3,1,0,0,1220,20400,1,0,0,5,6,1220,0,1959,0,98022,47.2063,-122.023,1640,53578
11406,20140520T000000,978000.00,4,2.75,3,1,2620,13777,1.5,0,2,4,9,1720,900,1926,0,98144,47.58,-122.285,3530,9287
11407,20141202T000000,387500.00,4,2.5,3,1,3190,9856,2,0,0,3,8,3190,0,1979,0,98058,47.4445,-122.126,2260,7996
11408,20140624T000000,325000.00,3,1,1,1,850,6906,1,0,0,3,6,850,0,1948,0,98155,47.7441,-122.314,1150,6907
11409,20150410T000000,568000.00,3,2.5,2,1,1740,1308,3,0,0,3,8,1740,0,2008,0,98116,47.5892,-122.387,1740,1280
11410,20140922T000000,525000.00,4,2.5,1,1,2140,7754,2,0,0,3,8,2140,0,1996,0,98133,47.7173,-122.338,1690,7775
11411,20140604T000000,560000.00,3,2.5,0,0,2070,12708,2,0,0,3,8,2070,0,1996,0,98056,47.5295,-122.18,2620,9617
11412,20141020T000000,394000.00,3,2.5,1,1,1680,4075,2,0,0,3,7,1680,0,2008,0,98053,47.6964,-122.024,1710,4075
11413,20141028T000000,484950.00,2,1,0,0,1000,4956,1,0,2,4,7,1000,0,1916,0,98107,47.6753,-122.36,1830,4959
11414,20141105T000000,1300000.00,3,2.75,0,0,3340,12690,1,0,0,3,10,2550,790,1956,1988,98105,47.6665,-122.27,3340,9480
11415,20140729T000000,315000.00,3,2.5,0,0,1260,2767,2,0,0,3,8,1260,0,1999,0,98059,47.4914,-122.155,1310,2767
11416,20140509T000000,590000.00,4,2.25,2,1,2430,32496,1,0,0,3,9,2430,0,1993,0,98077,47.7642,-122.048,2750,35506
11417,20141126T000000,106000.00,1,1,1,1,560,5700,1,0,0,3,5,560,0,1947,0,98146,47.511,-122.359,1120,5000
11418,20141118T000000,751000.00,3,2.5,0,0,3380,9528,2,0,0,3,10,3380,0,1994,0,98059,47.5275,-122.148,3630,14089
11419,20141017T000000,474000.00,2,1,0,0,1100,3500,1,0,0,5,7,1100,0,1908,0,98115,47.6741,-122.323,2050,4000
11420,20140528T000000,189000.00,2,2,0,0,1700,3171,1,0,0,5,5,850,850,1927,0,98002,47.3025,-122.224,1380,5906
11421,20141024T000000,440500.00,3,2.5,1,1,1600,3172,2,0,0,3,7,1600,0,2002,0,98053,47.6868,-122.042,1690,3698
11422,20150318T000000,1020000.00,3,2.5,3,1,2605,2216,2,0,2,4,9,2090,515,1979,0,98033,47.6529,-122.202,2605,1979
11423,20150511T000000,589000.00,2,2,0,0,1850,4667,1,0,0,3,8,1850,0,2010,0,98053,47.7101,-122.014,1860,6008
11424,20140829T000000,273000.00,3,2.25,0,0,1830,7651,2,0,0,3,8,1830,0,1986,0,98092,47.2642,-122.219,2160,8442
11425,20140620T000000,950000.00,3,3.25,2,1,3050,18892,1,1,4,4,8,1650,1400,1962,0,98198,47.3881,-122.326,1170,70973
11426,20141110T000000,277700.00,2,1.5,2,1,1240,1055,2,0,0,3,8,1200,40,1967,0,98008,47.6104,-122.112,1410,1340
11427,20141124T000000,299900.00,3,2.25,3,1,2100,8163,2,0,0,3,7,2100,0,1984,0,98001,47.3336,-122.269,1410,7515
11428,20140603T000000,235000.00,3,1,0,0,1250,15603,1,0,0,4,7,1250,0,1959,0,98056,47.5093,-122.172,1720,10220
11429,20150506T000000,464000.00,2,2,3,1,1230,4800,2,0,0,3,7,1230,0,1952,2004,98133,47.7145,-122.35,1560,7200
11430,20150317T000000,281000.00,3,1.75,1,1,1690,9826,1,0,0,4,7,1690,0,1988,0,98023,47.314,-122.365,1980,9826
11431,20141107T000000,320000.00,3,1,3,1,1520,8870,1.5,0,0,4,7,1520,0,1951,0,98155,47.7638,-122.317,1520,7800
11432,20140620T000000,282000.00,4,2,1,1,1890,6302,2,0,0,3,7,1890,0,1997,0,98030,47.3846,-122.205,1690,5369
11433,20150220T000000,745000.00,4,1.75,0,0,1990,8900,1,0,0,4,8,1990,0,1972,0,98006,47.5639,-122.149,2620,8925
11434,20140820T000000,245000.00,3,1.75,0,0,1480,3900,1,0,0,4,7,1480,0,1980,0,98023,47.2977,-122.367,1830,6956
11435,20141020T000000,250000.00,3,1.75,3,1,1480,3900,1,0,0,4,7,1480,0,1980,0,98023,47.2977,-122.367,1830,6956
11436,20140922T000000,470000.00,3,2.5,0,0,2120,2374,2,0,0,3,8,1770,350,2005,0,98052,47.674,-122.142,2480,3043
11437,20141015T000000,216650.00,3,3.5,0,0,1480,1077,2,0,0,3,7,1300,180,2007,0,98109,47.5421,-122.322,1140,2003
11438,20150505T000000,440000.00,3,1,1,1,1250,8412,1,0,0,4,7,1250,0,1975,0,98052,47.7012,-122.131,1840,8976
11439,20140613T000000,590000.00,4,2.5,0,0,2010,7972,2,0,0,4,8,2010,0,1989,0,98029,47.5782,-122.018,2100,8511
11440,20141028T000000,935000.00,5,2.5,2,1,3150,35283,1,0,0,3,10,1800,1350,1975,0,98005,47.6368,-122.157,3280,35283
11441,20140922T000000,848000.00,3,3.5,0,0,3010,5717,2,0,0,3,10,3010,0,2000,0,98007,47.5943,-122.15,2780,5138
11442,20150312T000000,827500.00,5,4.25,0,0,3920,5823,2,0,0,3,9,3000,920,2000,0,98029,47.5492,-122.008,3000,5297
11443,20140520T000000,1130000.00,6,3,0,0,2880,3192,2,0,0,4,8,2180,700,1919,0,98103,47.6506,-122.332,1870,4533
11444,20140507T000000,630000.00,2,2.25,3,1,2550,5663,1,0,0,3,10,1720,830,2011,0,98056,47.5304,-122.202,2560,3828
11445,20140505T000000,340000.00,5,1,1,1,1120,9022,1.5,0,0,4,7,1120,0,1962,0,98034,47.7296,-122.24,1310,7500
11446,20140923T000000,570000.00,4,2.75,3,1,3140,10918,1,0,0,3,8,1900,1240,1968,1986,98034,47.7086,-122.243,3170,10918
11447,20141209T000000,2750000.00,4,4,0,0,4130,5575,2,1,4,4,10,2860,1270,1993,0,98075,47.5968,-122.083,2980,5575
11448,20150102T000000,514500.00,4,2.5,0,0,2990,9614,1,0,2,4,9,1740,1250,1976,0,98003,47.3424,-122.329,3370,12085
11449,20150413T000000,360000.00,2,1,3,1,1120,12625,1,0,3,3,7,1120,0,1940,0,98136,47.5397,-122.385,1880,6828
11450,20141217T000000,228900.00,4,1.5,1,1,1570,8775,1,0,0,3,7,1570,0,1943,0,98166,47.4789,-122.335,980,8775
11451,20140625T000000,660000.00,3,2.75,3,1,2210,4000,2,0,0,3,8,2210,0,2008,0,98053,47.6954,-122.017,2230,4674
11452,20150303T000000,647000.00,4,2.5,0,0,2390,5800,2,0,0,3,9,2390,0,2000,0,98075,47.5965,-122.038,2590,6507
11453,20140610T000000,366000.00,3,1.75,0,0,1520,8625,1,0,0,3,8,1520,0,1976,0,98011,47.7687,-122.223,2080,9200
